;name
13904;LISAKOVSK
13905;BAIKONUR
13906;RIDDER
13907;LENGER
13908;KOKSHETAU
13909;KENTAU
13910;ESIK
13911;GEORGIEVKA
13912;AKSU
13913;OTEGEN BATYRA
13914;EKIBASTUZ
13915;CHIILI
13916;CHARDARA
13917;BURUNDAY
13918;BELYYE VODY
13919;BALQASH
13920;AYAGUZ
13921;ATBASAR
13922;ARYS
13923;ARKALYK
13924;ARAL
13925;NUR SULTAN
13926;ALMATY
13927;AKKOL 
13928;ABAY
13929;STEPNOGORSK
13930;VIENTIANE
13931;XAM NUA
13932;SAVANNAKHET
13933;PAKSE
13934;MUANG XAY
13935;VANGVIANG
13936;MUANG PHONSAVAN
13937;PAKXAN
13938;THAKHEK
13939;LUANG PRABANG
13940;BAN HOUAKHOUA
13941;ZAHLE
13942;TRIPOLI
13943;TYRE
13944;SIDON
13945;RA S BAYRUT
13946;JOUNIEH
13947;JBAIL
13948;HABBOUCH
13949;BCHARRE
13950;BEIRUT
13951;BAALBEK
13952;EN NAQOURA
13953;NABATIYE ET TAHTA
13954;GHAZIEH
13955;CASTRIES
13956;VADUZ
13957;WELISARA
13958;WELIGAMA
13959;WATTALA
13960;VAVUNIYA
13961;VALVEDDITTURAI
13962;VAKARAI
13963;TRINCOMALEE
13964;RATNAPURA
13965;PUTTALAM
13966;POINT PEDRO
13967;PITA KOTTE
13968;PELIYAGODA
13969;PANADURA
13970;NUWARA ELIYA
13971;NEGOMBO
13972;MULLERIYAWA
13973;DEHIWALA MOUNT LAVINIA
13974;MORATUWA
13975;MATARA
13976;MATALE
13977;MAHARAGAMA
13978;KURUNEGALA
13979;SRI JAYEWARDENEPURA KOTTE
13980;KOTIKAWATTA
13981;KOLONNAWA
13982;KELANIYA
13983;KEGALLE
13984;KATUNAYAKA
13985;KATARAGAMA
13986;KANDY
13987;KANDANA
13988;KALUTARA
13989;KALMUNAI
13990;JAFFNA
13991;JA ELA
13992;HOMAGAMA
13993;HENDALA
13994;HATTON
13995;HANWELLA IHALA
13996;GAMPOLA
13997;GALLE
13998;ERAVUR TOWN
13999;DEVINUWARA
14000;DAMBULLA
14001;COLOMBO
14002;CHILAW
14003;BERUWALA
14004;BENTOTA
14005;BATTICALOA
14006;BATTARAMULLA SOUTH
14007;BADULLA
14008;ANURADHAPURA
14009;AMPARA
14010;AMBALANGODA
14011;ZWEDRU
14012;NEW YEKEPA
14013;VOINJAMA
14014;MONROVIA
14015;KAKATA
14016;HARPER
14017;GREENVILLE
14018;GBARNGA
14019;BUCHANAN
14020;BENSONVILLE
14021;QUTHING
14022;QACHA S NEK
14023;MOHALE S HOEK
14024;MASERU
14025;MAPUTSOE
14026;MAFETENG
14027;LERIBE
14028;BUTHA BUTHE
14029;VISAGINAS
14030;VILNIUS
14031;UTENA
14032;UKMERGE
14033;TELSIAI
14034;TAURAGE
14035;SILUTE
14036;ŠIAULIAI
14037;ROKIŠKIS
14038;RADVILISKIS
14039;PLUNGE
14040;PANEVĖŽYS
14041;PALANGA
14042;FABIJONIŠKĖS
14043;MAZEIKIAI
14044;MARIJAMPOLĖ
14045;KRETINGA
14046;KLAIPĖDA
14047;KĖDAINIAI
14048;KAUNAS
14049;JONAVA
14050;GARGŽDAI
14051;DRUSKININKAI
14052;ALYTUS
14053;ALEKSOTAS
14054;DAINAVA (KAUNAS)
14055;ŠILAINIAI
14056;EIGULIAI
14057;PAŠILAIČIAI
14058;PILAITĖ
14059;JUSTINIŠKĖS
14060;ŠEŠKINĖ
14061;LAZDYNAI
14062;VILKPĖDĖ
14063;NAUJAMIESTIS
14064;LUXEMBOURG
14065;ESCH SUR ALZETTE
14066;DUDELANGE
14067;VALMIERA
14068;VENTSPILS
14069;TUKUMS
14070;SALASPILS
14071;RIGA
14072;RĒZEKNE
14073;OGRE
14074;LIEPAJA
14075;JURMALA
14076;JELGAVA
14077;JĒKABPILS
14078;DAUGAVPILS
14079;CĒSIS
14080;TOBRUK
14081;QARYAT SULUQ
14082;DARNAH
14083;BENGHAZI
14084;AZ ZUWAYTINAH
14085;AT TAJ
14086;TUKRAH
14087;AL QUBBAH
14088;AL MARJ
14089;AL JAWF
14090;AL BAYḐA 
14091;AL ABYAR
14092;AJDABIYA
14093;ZUWARAH
14094;ZLITEN
14095;ZALTAN
14096;YAFRAN
14097;WADDAN
14098;TARHUNA
14099;TRIPOLI
14100;TAGIURA
14101;SIRTE
14102;SURMAN
14103;SABRATAH
14104;SABHA
14105;NALUT
14106;MURZUQ
14107;MIZDAH
14108;MISRATAH
14109;MASALLATAH
14110;HUN
14111;ZAWIYA
14112;GHAT
14113;GHARYAN
14114;BRAK
14115;BANI WALID
14116;ZINTAN
14117;AZ ZAWIYAH
14118;UBARI
14119;AL AJAYLAT
14120;AL KHUMS
14121;AL JADID
14122;SMARA
14123;SETTI FATMA
14124;ZAIO
14125;ZAGORA
14126;YOUSSOUFIA
14127;TIZNIT
14128;TIRHANIMINE
14129;TINGHIR
14130;TIFLET
14131;TETOUAN
14132;TEMARA
14133;TAZA
14134;TAROUDANT
14135;TAOURIRT
14136;TAOUNATE
14137;TAN TAN
14138;TANGIER
14139;TAHLA
14140;SOUQ LARB A AL GHARB
14141;SIDI YAHIA EL GHARB
14142;SIDI SLIMANE
14143;SIDI QACEM
14144;SIDI IFNI
14145;SIDI BENNOUR
14146;SETTAT
14147;SEFROU
14148;SALE
14149;SAFI
14150;RECANI
14151;RABAT
14152;OULMES
14153;OULAD TEIMA
14154;OUJDA ANGAD
14155;OUED ZEM
14156;OUEZZANE
14157;OUARZAZAT
14158;NADOR
14159;AL AAROUI
14160;MOHAMMEDIA
14161;MIDELT
14162;MEKNES
14163;MECHRAA BEL KSIRI
14164;MARTIL
14165;MARRAKESH
14166;LARACHE
14167;KSAR EL KEBIR
14168;KHOURIBGA
14169;KHENIFRA
14170;KENITRA
14171;KASBA TADLA
14172;JERADA
14173;IFRANE
14174;GUERCIF
14175;GUELMIM
14176;FNIDEK
14177;AL FQIH BEN CALAH
14178;FES AL BALI
14179;FES
14180;ESSAOUIRA
14181;ARFOUD
14182;EL JADID
14183;EL HAJEB
14184;EL AIOUN
14185;IMZOUREN
14186;CHEFCHAOUENE
14187;CASABLANCA
14188;BOUZNIKA
14189;BOUARFA
14190;BERKANE
14191;BENI MELLAL
14192;BERRECHID
14193;AZROU
14194;AZEMMOUR
14195;ASILAH
14196;KHEMISSET
14197;AL HOCEIMA
14198;AIN BENI MATHAR
14199;AHFIR
14200;AGADIR
14201;SKHIRATE
14202;BOUJNIBA
14203;ERRACHIDIA
14204;DAKHLA
14205;SALE AL JADIDA
14206;BNI BOUAYACH
14207;MONTE CARLO
14208;MONACO
14209;EDINET
14210;UNGHENI
14211;TIRASPOL
14212;STRĂȘENI
14213;BILICENII VECHI
14214;SOROCA
14215;SLOBOZIA
14216;RIBNITA
14217;ORHEI
14218;HINCESTI
14219;CĂUSENI
14220;FLORESTI
14221;DUBĂSARI
14222;DROCHIA
14223;COMRAT
14224;CHISINAU
14225;CEADIR LUNGA
14226;CAHUL
14227;BENDER
14228;BĂLTI
14229;PODGORICA
14230;PLJEVLJA
14231;NIKŠIĆ
14232;HERCEG NOVI
14233;CETINJE
14234;BUDVA
14235;BIJELO POLJE
14236;BAR
14237;MARIGOT
14238;TOAMASINA
14239;VONDROZO
14240;VOHIPAHO
14241;VOHIBINANY
14242;VAVATENINA
14243;VANGAINDRANO
14244;TSIROANOMANDIDY
14245;TSIOMBE
14246;TSARATANANA
14247;TOLIARA
14248;TOLANARO
14249;SOAVINANDRIANA
14250;SOANINDRARINY
14251;SOANIERANA IVONGO
14252;SITAMPIKY
14253;SAMBAVA
14254;SAKARAHA
14255;SAHAVATO
14256;SADABE
14257;NOSY VARIKA
14258;MORONDAVA
14259;MORAMANGA
14260;MIANDRIVAZO
14261;MIANDRARIVO
14262;MAROVOAY
14263;MAROLAMBO
14264;MAROANTSETRA
14265;MANJAKANDRIANA
14266;MANANJARY
14267;MANANARA
14268;MANAKARA
14269;MAINTIRANO
14270;MAHANORO
14271;MAHAJANGA
14272;MAEVATANANA
14273;IKONGO
14274;IKALAMAVONY
14275;IHOSY
14276;IFANADIANA
14277;FIANARANTSOA
14278;FENOARIVO BE
14279;FENOARIVO ATSINANANA
14280;FARATSIHO
14281;FARAFANGANA
14282;FANDRIANA
14283;BETIOKY
14284;BETAFO
14285;BEROROHA
14286;BELO SUR TSIRIBIHINA
14287;BELOHA
14288;BEALANANA
14289;ARIVONIMAMO
14290;ANTSOHIMBONDRONA
14291;ANTSOHIHY
14292;ANTSIRANANA
14293;ANTSIRABE
14294;ANTANIFOTSY
14295;ANTANANARIVO
14296;ANTALAHA
14297;ANKAZONDANDY
14298;ANKAZOBE
14299;ANKAZOABO
14300;ANJOZOROBE
14301;HELL VILLE
14302;ANDILAMENA
14303;ANDAPA
14304;AMPASIMANOLOTRA
14305;AMPARAFARAVOLA
14306;AMPANIHY
14307;AMPAHANA
14308;AMBOVOMBE
14309;AMBOSITRA
14310;AMBOHITROLOMAHITSY
14311;AMBOASARY
14312;AMBOANJO
14313;AMBILOBE
14314;AMBATONDRAZAKA
14315;AMBATOLAMPY
14316;AMBATOFINANDRAHANA
14317;AMBATO BOENY
14318;AMBARAKARAKA
14319;AMBANJA
14320;AMBALAVAO
14321;ALAROBIA
14322;MAJURO
14323;RMI CAPITOL
14324;ZELINO
14325;VINICA
14326;VELES
14327;TETOVO
14328;TEARCE
14329;STUDENIČANE
14330;STRUMICA
14331;STRUGA
14332;SHTIP
14333;SKOPJE
14334;SARAJ
14335;RESEN
14336;RADOVIS
14337;PRILEP
14338;OHRID
14339;NEGOTINO
14340;NEGOTINO
14341;LIPKOVO
14342;KUMANOVO
14343;KRIVA PALANKA
14344;KOCHANI
14345;KIČEVO
14346;KAVADARCI
14347;KAMENJANE
14348;GOSTIVAR
14349;GEVGELIJA
14350;GJORČE PETRO
14351;DELCEVO
14352;DEBAR
14353;BRVENICA
14354;BOGOVINJE
14355;BITOLA
14356;ŠUTO ORIZARE
14357;BUTEL
14358;ČAIR
14359;ILINDEN
14360;KISELA VODA
14361;CENTAR ŽUPA
14362;YOROSSO
14363;TIMBUKTU
14364;SIKASSO
14365;SEGOU
14366;SAN
14367;SAGALO
14368;MOPTI
14369;MARKALA
14370;KOUTIALA
14371;KOULIKORO
14372;KOLOKANI
14373;KAYES
14374;KATI
14375;KANGABA
14376;GAO
14377;DJENNE
14378;BOUGOUNI
14379;BANAMBA
14380;BAMAKO
14381;BAFOULABE
14382;YENANGYAUNG
14383;NYAUNGDON
14384;YAMETHIN
14385;WAKEMA
14386;TWANTE
14387;TAUNGOO
14388;THONGWA
14389;THAYETMYO
14390;THATON
14391;THARYARWADY
14392;THANATPIN
14393;DAWEI
14394;TAUNGGYI
14395;TAUNGDWINGYI
14396;TACHILEK
14397;SYRIAM
14398;SITTWE
14399;SHWEBO
14400;SAGAING
14401;YANGON
14402;PYU
14403;PYINMANA
14404;PYAY
14405;PYAPON
14406;BAGO
14407;PAUNGDE
14408;PAKOKKU
14409;HPA AN
14410;NYAUNGLEBIN
14411;MYITKYINA
14412;MYINGYAN
14413;MYAWADI
14414;MYANAUNG
14415;MUDON
14416;MAWLAMYINEGYUNN
14417;MAWLAMYINE
14418;MONYWA
14419;MOGOK
14420;MINBU
14421;MYEIK
14422;MEIKTILA
14423;PYIN OO LWIN
14424;MAWLAIK
14425;MAUBIN
14426;MARTABAN
14427;MANDALAY
14428;MAGWAY
14429;LOIKAW
14430;LETPANDAN
14431;LASHIO
14432;KYAUKSE
14433;KYAIKTO
14434;KYAIKLAT
14435;KYAIKKAMI
14436;KAYAN
14437;KAWTHOUNG
14438;KANBE
14439;HINTHADA
14440;HAKHA
14441;CHAUK
14442;BOGALE
14443;BHAMO
14444;PATHEIN
14445;MYAYDO
14446;NAY PYI TAW
14447;KYAIN SEIKGYI TOWNSHIP
14448;ULIASTAY
14449;ULAANGOM
14450;OLGII
14451;KHOVD
14452;ALTAI
14453;ULAN BATOR
14454;SUHBAATAR
14455;MURUN KUREN
14456;MANDALGOVI
14457;HOVD
14458;ERDENET
14459;DZUUNHARAA
14460;DARHAN
14461;DALANDZADGAD
14462;SAYNSHAND
14463;BULGAN
14464;BAYANHONGOR
14465;BARUUN URT
14466;ARVAYHEER
14467;ЗУУНМОД
14468;MACAU
14469;SAIPAN
14470;SAINT JOSEPH
14471;SAINTE MARIE
14472;LE ROBERT
14473;LE LAMENTIN
14474;LE FRANCOIS
14475;LA TRINITE
14476;FORT DE FRANCE
14477;DUCOS
14478;ZOUERATE
14479;TEKANE
14480;SELIBABY
14481;ROSSO
14482;NOUAKCHOTT
14483;NOUADHIBOU
14484;NEMA
14485;KIFFA
14486;KAEDI
14487;ATAR
14488;ALEG
14489;PLYMOUTH
14490;BRADES
14491;ZABBAR
14492;VALLETTA
14493;QORMI
14494;MOSTA
14495;BIRKIRKARA
14496;VACOAS
14497;TRIOLET
14498;SAINT PIERRE
14499;QUATRE BORNES
14500;PORT LOUIS
14501;MAHEBOURG
14502;GOODLANDS
14503;CUREPIPE
14504;CENTRE DE FLACQ
14505;BEL AIR RIVIERE SECHE
14506;BEAU BASSIN ROSE HILL
14507;BAMBOUS
14508;LE HOCHET
14509;MALE
14510;KARONGA
14511;ZOMBA
14512;SALIMA
14513;RUMPHI
14514;NSANJE
14515;NKHOTAKOTA
14516;MZUZU
14517;MZIMBA
14518;MULANJE
14519;MCHINJI
14520;MANGOCHI
14521;LIWONDE
14522;LILONGWE
14523;KASUNGU
14524;DEDZA
14525;BLANTYRE
14526;BALAKA
14527;SAN FERNANDO
14528;CIUDAD VALLES
14529;ZUMPANGO
14530;ZUMPANGO DEL RIO
14531;ZACUALTIPAN
14532;ZACATLAN
14533;ZACATEPEC
14534;YECAPIXTLA
14535;YAUTEPEC
14536;YAJALON
14537;XOXOCOTLA
14538;XONACATLAN
14539;XOCHITEPEC
14540;XOCHIMILCO
14541;XICOTEPEC DE JUAREZ
14542;XICO
14543;XICO
14544;SANTA ANA XALMIMILULCO
14545;ALVARO OBREGON
14546;VILLAHERMOSA
14547;GUSTAVO ADOLFO MADERO
14548;VILLAFLORES
14549;VERACRUZ
14550;VENUSTIANO CARRANZA
14551;VALLE HERMOSO
14552;VALLADOLID
14553;UMAN
14554;TUXTLA
14555;TUXPAM DE RODRIGUEZ CANO
14556;TULUM
14557;TULTITLAN DE MARIANO ESCOBEDO
14558;TULTEPEC
14559;TULANCINGO
14560;TULA DE ALLENDE
14561;SANTA ROSA TREINTA
14562;SAN MIGUEL TOPILEJO
14563;TOLUCA
14564;SAN BERNARDINO TLAXCALANCINGO
14565;TLAQUILTENANGO
14566;TLAPA DE COMONFORT
14567;TLAPACOYAN
14568;TLALPAN
14569;TLALNEPANTLA
14570;TLAHUAC
14571;TIZIMIN
14572;TIZAYUCA
14573;TIXTLA DE GUERRERO
14574;TICUL
14575;TEZIUTLAN
14576;TEXCOCO DE MORA
14577;TEQUIXQUIAC
14578;TEQUISQUIAPAN
14579;CUAUTITLAN IZCALLI
14580;TEPOTZOTLAN
14581;TEPEJI DEL RIO DE OCAMPO
14582;TEPEAPULCO
14583;TEPEACA
14584;TEPATLAXCO DE HIDALGO
14585;TEOPISCA
14586;TEOLOYUCAN
14587;TENOSIQUE
14588;TENANGO DE ARISTA
14589;TEMIXCO
14590;TELOLOAPAN
14591;TECAX
14592;TEHUACAN
14593;TECAMACHALCO
14594;TEAPA
14595;TAXCO DE ALARCON
14596;TAPACHULA
14597;TANTOYUCA
14598;TAMUIN
14599;TAMPICO
14600;TAMAZUNCHALE
14601;SUCHIAPA
14602;SANTO DOMINGO TEHUANTEPEC
14603;SANTIAGO TUXTLA
14604;TETLA
14605;PINOTEPA NACIONAL
14606;SANTIAGO TULANTEPEC
14607;MOYOTZINGO
14608;SANTA MARIA CHIMALHUACAN
14609;SANTA MARIA ATZOMPA
14610;HEROICA CIUDAD DE TLAXIACO
14611;SANTA CRUZ XOXOCOTLAN
14612;TECAMAC
14613;SANTA ANA CHIAUTEMPAN
14614;ZINACATEPEC
14615;SAN SALVADOR EL SECO
14616;SAN SALVADOR ATENCO
14617;SAN RAFAEL
14618;SAN PABLO DE LAS SALINAS
14619;SAN PABLO AUTOPAN
14620;ZINACANTEPEC
14621;SAN MIGUEL COATLINCHAN
14622;SAN MIGUEL AJUSCO
14623;SAN MATEO ATENCO
14624;SAN MARTIN TEXMELUCAN DE LABASTIDA
14625;TEOLOCHOLCO
14626;SAN JUAN ZITLALTEPEC
14627;TEOTIHUACAN
14628;SAN JUAN IXTAYOPAN
14629;SAN JUAN DEL RIO
14630;TUXTEPEC
14631;SAN JERONIMO
14632;SAN FRANCISCO TLALCILALCALPAN
14633;SAN FRANCISCO ACUAUTLA
14634;SANCTORUM
14635;SAN CRISTOBAL DE LAS CASAS
14636;SAN ANDRES TUXTLA
14637;SALINA CRUZ
14638;RIOVERDE
14639;CIUDAD RIO BRAVO
14640;RIO BLANCO
14641;REYNOSA
14642;REFORMA
14643;PUERTO ESCONDIDO
14644;PUENTE DE IXTLA
14645;PUEBLA
14646;PROGRESO DE ALVARO OBREGON
14647;PROGRESO
14648;POZA RICA DE HIDALGO
14649;POLANCO
14650;PLAYA DEL CARMEN
14651;PIJIJIAPAN
14652;PETO
14653;PEROTE
14654;PARAISO
14655;PAPANTLA DE OLARTE
14656;PANUCO
14657;PALMARITO TOCHAPAN
14658;PALENQUE
14659;PACHUCA DE SOTO
14660;OZUMBA DE ALZATE
14661;SAN PABLO OZTOTEPEC
14662;OXKUTZKAB
14663;ORIZABA
14664;OMETEPEC
14665;OCOZOCOAUTLA DE ESPINOSA
14666;OCOYOACAC
14667;OCOTLAN DE MORELOS
14668;OCOSINGO
14669;OAXACA
14670;NUEVO LAREDO
14671;NOGALES
14672;NICOLAS ROMERO
14673;NAUCALPAN DE JUAREZ
14674;NARANJOS
14675;NANCHITAL DE LAZARO CARDENAS DEL RIO
14676;MOTUL
14677;MOTOZINTLA
14678;MAZATLAN
14679;SANTIAGO MOMOXPAN
14680;MIXQUIAHUALA DE JUAREZ
14681;MISANTLA
14682;MIRAMAR
14683;MINATITLAN
14684;MILPA ALTA
14685;MIAHUATLAN DE PORFIRIO DIAZ
14686;METEPEC
14687;MERIDA
14688;MATIAS ROMERO
14689;HEROICA MATAMOROS
14690;MARTINEZ DE LA TORRE
14691;MAPASTEPEC
14692;MAGDALENA CONTRERAS
14693;MACUSPANA
14694;REYES ACOZAC
14695;LOS REYES ACAQUILPAN
14696;LOS REYES DE JUAREZ
14697;LINARES
14698;LIBRES
14699;LERMA DE VILLADA
14700;LERDO DE TEJADA
14701;LAS ROSAS
14702;LAS MARGARITAS
14703;LAS CHOAPAS
14704;MAGDALENA ATLICPAC
14705;LA ISLA
14706;SAN ANTONIO DE LA CAL
14707;KANASIN
14708;JUCHITEPEC
14709;JUCHITAN DE ZARAGOZA
14710;JOSE CARDEL
14711;JOJUTLA
14712;JIUTEPEC
14713;JALTIPAN DE MORELOS
14714;JALPA DE MENDEZ
14715;XALATLACO
14716;XALAPA DE ENRIQUEZ
14717;IZUCAR DE MATAMOROS
14718;IZAMAL
14719;IXTEPEC
14720;IXTAPAN DE LA SAL
14721;IXTAPALUCA
14722;IZTAPALAPA
14723;IXTACZOQUITLAN
14724;IZTACALCO
14725;IXMIQUILPAN
14726;VILLA INDEPENDENCIA
14727;IGUALA DE LA INDEPENDENCIA
14728;HUNUCMA
14729;HUIXTLA
14730;CIUDAD DE HUITZUCO
14731;HUIMANGUILLO
14732;HUEJUTLA DE REYES
14733;HUEJOTZINGO
14734;HUAUCHINANGO
14735;HUATUSCO
14736;CIUDAD DE HUAJUAPAN DE LEON
14737;COMALAPA
14738;FRONTERA
14739;FORTIN DE LAS FLORES
14740;FELIPE CARRILLO PUERTO
14741;ESCARCEGA
14742;EMILIANO ZAPATA
14743;EMILIANO ZAPATA
14744;CIUDAD MANTE
14745;ECATEPEC DE MORELOS
14746;EBANO
14747;CUNDUACAN
14748;CUERNAVACA
14749;CUAUTLANCINGO
14750;CUAUTLA
14751;CUAUTITLAN
14752;CUAUTEPEC DE HINOJOSA
14753;DELEGACION CUAJIMALPA DE MORELOS
14754;COZUMEL
14755;COYOTEPEC
14756;COYOACAN
14757;COSOLEACAQUE
14758;COSCOMATEPEC DE BRAVO
14759;COSAMALOAPAN
14760;CORDOBA
14761;CONTLA
14762;COMITAN
14763;COMALCALCO
14764;COATZINTLA
14765;COATZACOALCOS
14766;COATEPEC
14767;COACALCO
14768;CIUDAD VICTORIA
14769;CIUDAD SERDAN
14770;CIUDAD SAHAGUN
14771;CIUDAD NEZAHUALCOYOTL
14772;CIUDAD MIGUEL ALEMAN
14773;CIUDAD MENDOZA
14774;CIUDAD MADERO
14775;CIUDAD FERNANDEZ
14776;MEXICO CITY
14777;CIUDAD DEL CARMEN
14778;CINTALAPA DE FIGUEROA
14779;CHOLULA
14780;CHILPANCINGO
14781;CHILAPA DE ALVAREZ
14782;CHIGNAHUAPAN
14783;CHICONCUAC
14784;CHICOLOAPAN
14785;CHICHEN ITZA
14786;CHIAPA DE CORZO
14787;CHETUMAL
14788;CHAMPOTON
14789;CHALCO
14790;CERRO AZUL
14791;CATEMACO
14792;CARLOS A CARRILLO
14793;CARDENAS
14794;CARDENAS
14795;CAPULHUAC DE MIRAFUENTES
14796;CANCUN
14797;CAMPECHE
14798;CALPULALPAN
14799;CADEREYTA JIMENEZ
14800;CADEREYTA
14801;CACAHOATAN
14802;BERRIOZABAL
14803;BANDERILLA
14804;AZCAPOTZALCO
14805;AYUTLA DE LOS LIBRES
14806;AXOCHIAPAN
14807;ATLIXCO
14808;ATLACOMULCO DE FABELA
14809;CIUDAD LOPEZ MATEOS
14810;APIZACO
14811;APAN
14812;AMOZOC DE MOTA
14813;AMECAMECA
14814;ALVARADO
14815;ALTOTONGA
14816;ALTEPEXI
14817;ALTAMIRA
14818;ALLENDE
14819;ALAMO
14820;AJALPAN
14821;AGUA DULCE
14822;ACTOPAN
14823;SAN LORENZO ACOPILCO
14824;ACAYUCAN
14825;ACATZINGO
14826;ACATLAN DE OSORIO
14827;ACAPULCO DE JUAREZ
14828;ACAJETE
14829;SAN ANTONIO ACAHUALCO
14830;VALENTE DIAZ
14831;SANTIAGO TLACOTEPEC
14832;TIERRA BLANCA
14833;PLAYAS DEL ROSARIO
14834;RIO DE TEAPA
14835;HUAMANTLA
14836;LA MAGDALENA TLALTELULCO
14837;ZACATELCO
14838;TLAXCALA
14839;PAPALOTLA
14840;VILLA VICENTE GUERRERO
14841;TONALA
14842;ARRIAGA
14843;SAN MATEO HUITZILZINGO
14844;SAN MARTIN CUAUTLALPAN
14845;TULANTONGO
14846;TEZOYUCA
14847;TEPEXPAN
14848;SANTA MARIA AJOLOAPAN
14849;SAN ANDRES CHOLULA
14850;ALTO LUCERO
14851;LOMA BONITA
14852;ISLA
14853;SAN ANDRES CUEXCONTITLAN
14854;SAN MATEO OTZACATIPAN
14855;SAN PEDRO TOTOLTEPEC
14856;SANTA MARIA TOTOLTEPEC
14857;SAN FRANCISCO CUAXUSCO
14858;BENITO JUAREZ
14859;VENUSTIANO CARRANZA
14860;MIGUEL HIDALGO
14861;CUAUHTEMOC
14862;HUIXQUILUCAN
14863;MELCHOR OCAMPO
14864;HUILANGO
14865;SANTIAGO TEYAHUALCO
14866;OJO DE AGUA
14867;BUENAVISTA
14868;MIGUEL ALEMAN (LA DOCE)
14869;LEYVA SOLANO
14870;CIHUATLAN
14871;LAZARO CARDENAS
14872;SANTA ISABEL
14873;GUADALUPE VICTORIA
14874;ZINAPECUARO
14875;IXTAPA ZIHUATANEJO
14876;ZAPOTLANEJO
14877;ZAPOTILTIC
14878;ZAPOPAN
14879;ZAMORA
14880;ZACOALCO DE TORRES
14881;ZACATECAS
14882;ZACAPU
14883;YURIRIA
14884;YURECUARO
14885;VILLA HIDALGO
14886;VILLAGRAN
14887;FRONTERA
14888;EL PUEBLITO
14889;GARCIA
14890;CIUDAD DE VILLA DE ALVAREZ
14891;VALLE DE SANTIAGO
14892;VALLE DE BRAVO
14893;URUAPAN
14894;URIANGATO
14895;TUZANTLA
14896;TUXPAN
14897;TUXPAN
14898;TORREON
14899;TONALA
14900;TLAQUEPAQUE
14901;TLAJOMULCO DE ZUNIGA
14902;TIJUANA
14903;TESISTAN
14904;TEQUILA
14905;TEPIC
14906;TEPATITLAN DE MORELOS
14907;TEPALCATEPEC
14908;TEOCALTICHE
14909;TEJUPILCO DE HIDALGO
14910;TECPAN DE GALEANA
14911;TECOMAN
14912;TECATE
14913;TANGANCICUARO DE ARISTA
14914;TAMAZULA DE GORDIANO
14915;TALA
14916;TACAMBARO DE CODALLOS
14917;SOMBRERETE
14918;SOLEDAD DE GRACIANO SANCHEZ
14919;SILAO
14920;SAYULA
14921;SANTIAGO PAPASQUIARO
14922;SANTIAGO IXCUINTLA
14923;SANTIAGO
14924;SANTA ROSA JAUREGUI
14925;SANTA CATARINA
14926;SANTA ANITA
14927;SAN SEBASTIAN EL GRANDE
14928;SAN PEDRO
14929;SAN PEDRO
14930;SAN NICOLAS DE LOS GARZA
14931;SAN MIGUEL EL ALTO
14932;SAN MIGUEL DE ALLENDE
14933;SAN LUIS RIO COLORADO
14934;SAN LUIS POTOSI
14935;SAN LUIS DE LA PAZ
14936;CABO SAN LUCAS
14937;SAN JUAN DE LOS LAGOS
14938;SAN JOSE ITURBIDE
14939;SAN JOSE DEL CASTILLO
14940;SAN JOSE DEL CABO
14941;SAN FRANCISCO DEL RINCON
14942;SAN FRANCISCO DE LOS ROMO
14943;SAN FELIPE
14944;SAN FELIPE
14945;TLALTENANGO DE SANCHEZ ROMAN
14946;SAN BUENAVENTURA
14947;NICOLAS R CASILLAS
14948;SALVATIERRA
14949;SALTILLO
14950;SALINAS DE HIDALGO
14951;SALAMANCA
14952;SAHUAYO DE MORELOS
14953;CIUDAD SABINAS HIDALGO
14954;SABINAS
14955;ROSARITO
14956;EL ROSARIO
14957;ROMITA
14958;RIO GRANDE
14959;RINCON DE ROMOS
14960;RANCHO LA GLORIA
14961;RAMOS ARIZPE
14962;SANTIAGO DE QUERETARO
14963;PURUANDIRO
14964;PURISIMA DE BUSTOS
14965;PUERTO VALLARTA
14966;PUERTO PENASCO
14967;PIEDRAS NEGRAS
14968;PETATLAN
14969;PERIBAN DE RAMOS
14970;PENJAMO
14971;PATZCUARO
14972;PARRAS DE LA FUENTE
14973;PARACHO DE VERDUZCO
14974;PALAU
14975;PABELLON DE ARTEAGA
14976;OJINAGA
14977;OCOTLAN
14978;NUEVO MEXICO
14979;NUEVO CASAS GRANDES
14980;NUEVA ROSITA
14981;NUEVA ITALIA DE RUIZ
14982;NOCHISTLAN DE MEJIA
14983;NAVOLATO
14984;NAVOJOA
14985;NAVA
14986;MOROLEON
14987;MORELIA
14988;MONTERREY
14989;MONCLOVA
14990;MEZCALES
14991;MEXICALI
14992;MEOQUI
14993;CIUDAD MELCHOR MUZQUIZ
14994;MEDINA
14995;MAZATLAN
14996;MATEHUALA
14997;MATAMOROS
14998;MARFIL
14999;MARAVATIO DE OCAMPO
15000;MANZANILLO
15001;RODOLFO SANCHEZ TABOADA
15002;MAGDALENA DE KINO
15003;MAGDALENA
15004;MADERA
15005;LOS REYES DE SALGADO
15006;LOS MOCHIS
15007;LORETO
15008;LEON DE LOS ALDAMA
15009;LAS PINTAS DE ARRIBA
15010;LA PIEDAD
15011;LA PAZ
15012;LA ORILLA
15013;LAGOS DE MORENO
15014;LA CRUZ
15015;LA BARCA
15016;JUVENTINO ROSAS
15017;CIUDAD BENITO JUAREZ
15018;JUAN ALDAMA
15019;JOCOTEPEC
